,R_save
0,0.0
1,0.0
2,0.0009995002498750624
3,0.001998001499000625
4,0.001996004496003123
5,0.0019940094890106164
6,0.0019920164760280972
7,0.002989525704937614
8,0.002986537673248521
9,0.0039830528779729105
10,0.004978572065501173
11,0.004973595981477684
12,0.004968624871051419
13,0.00596315897912633
14,0.005957198800236649
15,0.0059512445785472575
16,0.005945296308103932
17,0.005939353982958401
18,0.006932917847043401
19,0.00792548864379798
20,0.007917567115918123
21,0.008909153755482423
22,0.008900249054077642
23,0.008891353252924141
24,0.008882466343126116
25,0.009873088565671716
26,0.00986322041118329
27,0.010852862369792802
28,0.011841515181017396
29,0.01182967958363507
30,0.012817356065810347
31,0.013804045365094894
32,0.014789748468178257
33,0.015774466360763788
34,0.01575869977769456
35,0.01674244920320411
36,0.01772521537091705
37,0.01870699926359979
38,0.018688301613161408
39,0.019669122900904376
40,0.0196494636076501
41,0.019629823963864344
42,0.019610203949907458
43,0.019590603546159425
44,0.020570522982894898
45,0.020549962740033435
46,0.02052942304713985
47,0.021508404133549503
48,0.02248640672811867
49,0.022463931558975123
50,0.02244147885376875
51,0.02241904859004684
52,0.02239664074537913
53,0.02337375554723282
54,0.023350393472722844
55,0.023327054748612176
56,0.02330373935156209
57,0.02328044725825718
58,0.02425667869528041
59,0.024232434138863338
60,0.024208213814886463
61,0.025183517949004516
62,0.025158347016521754
63,0.025133201242392298
64,0.02610758085134543
65,0.026081486317760878
66,0.027054918115544224
67,0.02702787671812739
68,0.02800036259846909
69,0.028971876478930392
70,0.029942419331025413
71,0.03091199212529725
72,0.03088109558144388
73,0.030850229918693812
74,0.03181889535605644
75,0.03278659261207238
76,0.032753822404564065
77,0.03272108495088634
78,0.03368788046817681
79,0.03365420942323111
80,0.0346200722823783
81,0.03458546951148137
82,0.03555040157593767
83,0.036514369190554424
84,0.03647787306942443
85,0.0374409136760517
86,0.038402991723352
87,0.03836460792352856
88,0.03832626248832264
89,0.03928745562926385
90,0.039248187807545444
91,0.04020845948389973
92,0.04116777136847354
93,0.04112662417070395
94,0.04108551809956881
95,0.04104445311396205
96,0.04100342917281866
97,0.041961946484989764
98,0.041920005508992775
99,0.04187810645301177
100,0.04283574952502276
101,0.04279293518266891
102,0.042750163633260944
103,0.04370693508390237
104,0.0446627502412398
105,0.04561761006108864
106,0.046571515498308944
107,0.04752446750680639
108,0.048476467039533226
109,0.04842801479861415
110,0.04837961098572199
111,0.049330755802327965
112,0.05028094994945208
113,0.051230194377288714
114,0.05117898978520747
115,0.05212733662200387
116,0.05307473558589992
117,0.05302168737441976
118,0.05396819243451529
119,0.05491375146256675
120,0.05585836540413341
121,0.05580253495395436
122,0.05674626055619929
123,0.057689042904468954
124,0.05763138269167088
125,0.058573280360144975
126,0.058514736351789005
127,0.05845625085818402
128,0.058397823820844505
129,0.059338955431218476
130,0.06027914638031272
131,0.06021889735844334
132,0.06015870855548637
133,0.06109808016112807
134,0.061037012614740135
135,0.061975506355255144
136,0.062913062071042
137,0.06384968069965666
138,0.06478536317771798
139,0.06572011044090867
140,0.06565442317410117
141,0.06658830181160831
142,0.06752124703718392
143,0.06745375953389837
144,0.06838583973426429
145,0.06931698832023704
146,0.06924770597309038
147,0.07017799312354206
148,0.07010785020187935
149,0.07003777738808437
150,0.07096727486195935
151,0.07089634305300187
152,0.07082548214040517
153,0.07175419230318338
154,0.07268197421992183
155,0.0726093285685276
156,0.0725367555264801
157,0.07346375527108133
158,0.0743898284792062
159,0.07531497607692814
160,0.07623919898939498
161,0.07716249814082987
162,0.07808487445453219
163,0.07900632885287849
164,0.0799268622573234
165,0.08084647558840054
166,0.08176516976572348
167,0.08268294570798664
168,0.08359980433296617
169,0.08351624630764587
170,0.08343277179859275
171,0.08334938072233229
172,0.0832660729954734
173,0.08318284853470831
174,0.08409920750668762
175,0.08501465057764546
176,0.08592917866302513
177,0.08584329242747987
178,0.0857574920352485
179,0.08667127765040568
180,0.08758414993661218
181,0.08849610980674051
182,0.08940715817275077
183,0.0893177956958165
184,0.08922852253670023
185,0.08913933860612881
186,0.08905024381491829
187,0.0899607383238489
188,0.08987082254341527
189,0.08978099663382666
190,0.09069076075513219
191,0.09060011531709608
192,0.091509060729073
193,0.09141759740000846
194,0.09232572573843924
195,0.09223344615249378
196,0.09214125880001753
197,0.09304866383869817
198,0.09395516192581592
199,0.09486075396786908
200,0.09476594062057486
201,0.09567072228912002
202,0.09657459962816138
203,0.09647807329170145
204,0.09638164343333894
205,0.09728481020651901
206,0.09818707426428361
207,0.09908843650889702
208,0.09898939759184665
209,0.09988995791409368
210,0.09979011787619853
211,0.10068987787832127
212,0.100589238320222
213,0.1004886993513862
214,0.10038826087127486
215,0.10128742302932457
216,0.10218568647457263
217,0.10208355185540764
218,0.10298101956969509
219,0.10387759026477786
220,0.10477326483722686
221,0.10466854393284183
222,0.10556342794690196
223,0.10645741752416643
224,0.10735051355862504
225,0.10824271694337405
226,0.10913402857061706
227,0.11002444933166593
228,0.11091398011694163
229,0.11180262181597518
230,0.1126903753174085
231,0.1135772415089953
232,0.114463221277602
233,0.11434881525933353
234,0.11423452358990892
235,0.11412034615503644
236,0.11500578309041372
237,0.11489083478147777
238,0.11577550161328039
239,0.11665928422036358
240,0.11654268323663508
241,0.11742569904549402
242,0.11830783227983137
243,0.1181895835719055
244,0.11907095330346781
245,0.11895194185588814
246,0.11883304936028007
247,0.11971377594762611
248,0.12059362224852804
249,0.12147258914283236
250,0.12235067750950619
251,0.12322788822663812
252,0.12310472192156402
253,0.12398117897111768
254,0.12485676000163132
255,0.12573146588868617
256,0.12660529750698832
257,0.1264787554804946
258,0.127351840182663
259,0.12822405223645342
260,0.1280958922642031
261,0.1289673606377521
262,0.129837957978444
263,0.13070768515687634
264,0.1315765430427765
265,0.1324445325050026
266,0.13231215416166928
267,0.1321799081305232
268,0.13204779427931826
269,0.13191581247594064
270,0.13278346283828352
271,0.13365024598387243
272,0.13451616277949074
273,0.13438171384118042
274,0.1342473992846175
275,0.13411321897548747
276,0.134978673029485
277,0.13584326206193928
278,0.13570748668756452
279,0.13657134727058542
280,0.1364348441748627
281,0.13729797776389333
282,0.13716074840081097
283,0.13802315644838636
284,0.1388847025189027
285,0.13974538747390627
286,0.13960571192420723
287,0.14046567623013007
288,0.14132478100151424
289,0.1411835268475897
290,0.1410424138772273
291,0.14090144194931403
292,0.141760111172753
293,0.14261792215608857
294,0.1424753755072569
295,0.14233297133383635
296,0.14319020974329777
297,0.1430470910928797
298,0.1439036157394635
299,0.14375978403957398
300,0.14361609609950446
301,0.14447205202544197
302,0.1443276521733426
303,0.1451828968988065
304,0.14603728680695363
305,0.145891322502299
306,0.1467450043388784
307,0.14659833267037378
308,0.14745130785011354
309,0.148303430480948
310,0.149154701415
311,0.15000512150354073
312,0.15085469159699044
