,N_moves
0,7.0
1,7.003998000999501
2,7.001995004496753
3,7.002992510739135
4,7.002989519723904
5,6.999988030948568
6,6.9939910414123885
7,6.9919980468682486
8,6.996004045821904
9,7.0000060407786036
10,6.996008033741344
11,6.992014022713117
12,6.987024503450035
13,6.9950334744610805
14,6.991040437505098
15,7.006041896338176
16,7.000038855962027
17,6.997040316375858
18,6.996043774330505
19,7.012039732577051
20,7.0070301976119564
21,7.0110211719271875
22,7.005013154763843
23,6.999011142615154
24,6.993015129479107
25,6.990023610109313
26,6.990033581513503
27,6.98404654145202
28,6.989059988187201
29,6.989070922731742
30,6.993079847346703
31,6.987089762541759
32,6.981105664828075
33,6.977126548721301
34,6.973151409742069
35,6.967181243415491
36,6.964215545021273
37,6.959253810343591
38,6.961293536670085
39,6.973326226788356
40,6.967355885732096
41,6.961391512033214
42,6.957432100227084
43,6.962472148102919
44,6.974503660198769
45,6.968532142297521
46,6.974560595928408
47,6.973586522369259
48,6.976611423396376
49,6.9916273040326615
50,6.985638671045123
51,6.995648027695753
52,6.989655375993909
53,6.988666215198313
54,6.982680541819804
55,6.9816983523727085
56,6.9857146458735855
57,6.997722927087105
58,7.020713708769177
59,7.018694004912337
60,7.025671821998881
61,7.025646163006379
62,7.021622528660546
63,7.035593920435998
64,7.035558344303629
65,7.052514307977488
66,7.052461819913543
67,7.046412382812181
68,7.040368992124713
69,7.051323146055623
70,7.04627434730894
71,7.047227596337117
72,7.046180892092902
73,7.047134234529591
74,7.041090122351151
75,7.057041056761595
76,7.049987542461984
77,7.051936580400553
78,7.057881671274716
79,7.051826817030563
80,7.093754026608743
81,7.096658820185346
82,7.091564708421043
83,7.085476187972846
84,7.0843912542517335
85,7.078309903672772
86,7.081230133654109
87,7.0901444463641
88,7.084057345468184
89,7.08097482938076
90,7.081893395268436
91,7.076814041550026
92,7.070740264397053
93,7.0696700592352375
94,7.1055824329891255
95,7.107475903820721
96,7.101371480128747
97,7.100270659059153
98,7.099170938260493
99,7.094074315633546
100,7.097978289331064
101,7.097880360006396
102,7.113774532560114
103,7.116659315636015
104,7.119541215370512
105,7.130416236644505
106,7.1342838865828915
107,7.151141174052573
108,7.1619846111599665
109,7.168819209249762
110,7.171648975157558
111,7.165480410464747
112,7.186304518000514
113,7.228097317082972
114,7.221872332258302
115,7.22564857180627
116,7.219426034503116
117,7.245193724623553
118,7.2659381586819
119,7.259675351926596
120,7.256417305597834
121,7.273152520684692
122,7.296867510669015
123,7.298569792017672
124,7.292274369936695
125,7.294980742380536
126,7.293686408804944
127,7.2983903704153335
128,7.299091629415418
129,7.297793187007207
130,7.305491544641383
131,7.31318220776518
132,7.309870681320636
133,7.323553968995479
134,7.31923257572312
135,7.331907005932292
136,7.333574265296678
137,7.3452348607336635
138,7.339892297154719
139,7.340552074968658
140,7.346208694583882
141,7.339865657407887
142,7.333528960099134
143,7.327198596320924
144,7.320874559742893
145,7.318554845040501
146,7.314238448393785
147,7.309926365986595
148,7.332605100253474
149,7.337270162622036
150,7.33893206150997
151,7.335594798080175
152,7.329262369496387
153,7.340927274674303
154,7.342585518277827
155,7.350239105965705
156,7.343892040392526
157,7.3645378254596
158,7.358176468312714
159,7.374809975091012
160,7.368438350928003
161,7.374067098203438
162,7.369695217045814
163,7.364328205334624
164,7.363964059202356
165,7.376593780282613
166,7.371219873455744
167,7.366850838099967
168,7.3814766743437445
169,7.384093889062042
170,7.379711986124449
171,7.378332963649562
172,7.3719578182586085
173,7.366588545076941
174,7.370220140734036
175,7.373848106610364
176,7.368476944085017
177,7.364110650287831
178,7.3617477211021365
179,7.367383155663754
180,7.38300796010587
181,7.38462414405379
182,7.3802417111262
183,7.374864158191541
184,7.389481985119885
185,7.392091198528061
186,7.40569230677541
187,7.420279320961541
188,7.413862250175972
189,7.409450593754008
190,7.41104034828299
191,7.406631512352672
192,7.400228082555219
193,7.398828554236823
194,7.403427426246581
195,7.3970271989339915
196,7.413621874397326
197,7.413208459230512
198,7.406798455773011
199,7.402393859615317
200,7.405989667851584
201,7.41757788407562
202,7.411163513376895
203,7.410752555342536
204,7.4063440070613344
205,7.426927371372117
206,7.430498658357253
207,7.430068374840655
208,7.4256405203930385
209,7.422216591836923
210,7.427791587747132
211,7.4323615111976595
212,7.469910375254433
213,7.491429705214199
214,7.484941519601792
215,7.4794593191824
216,7.472983097973822
217,7.473509851499085
218,7.480033080033319
219,7.50753929384638
220,7.50703200819536
221,7.502527228576974
222,7.501025452236568
223,7.494527675672614
224,7.488036393637959
225,7.481551599641319
226,7.480070788447275
227,7.480590457824139
228,7.483108608291081
229,7.491621243365253
230,7.489130867309916
231,7.488641980885818
232,7.482156581604573
233,7.479675665481031
234,7.473199228034273
235,7.466729263788363
236,7.465263267522707
237,7.491784743517187
238,7.500288706792032
239,7.4957906671050845
240,7.516284629456803
241,7.509771601341404
242,7.504264583249109
243,7.519752574670149
244,7.513236080342644
245,7.506726099252846
246,7.5032211256404
247,7.498720155000081
248,7.521210189827666
249,7.519689739862821
250,7.533163313336222
251,7.532630416471319
252,7.526101050737715
253,7.526574712855918
254,7.521050900049466
255,7.520530109544669
256,7.514012838070862
257,7.526492585359146
258,7.524966855638647
259,7.528440152134761
260,7.523913975071158
261,7.525389323421912
262,7.520866195662371
263,7.5353380935177805
264,7.535802523209417
265,7.529269986954335
266,7.5227439799708735
267,7.538213501230273
268,7.532678055451932
269,7.527148142353029
270,7.520624256153776
271,7.515106390830284
272,7.508594540364687
273,7.5040881989950075
274,7.497587361214903
275,7.491093021023784
276,7.492601173926309
277,7.4891103181802565
278,7.484623451295519
279,7.478142068535604
280,7.483661166917877
281,7.5031677524581895
282,7.500665835664129
283,7.508161422035279
284,7.509652515066729
285,7.505145116251071
286,7.508638224580655
287,7.504131839548591
288,7.502628459399117
289,7.496129080629103
290,7.490635698239669
291,7.501139810485307
292,7.5276254278661305
293,7.521101064619888
294,7.541569729222966
295,7.549024432142284
296,7.558470684583921
297,7.5519154914958815
298,7.545366850324972
299,7.546820756521549
300,7.57226121553552
301,7.579685242306599
302,7.573108845262815
303,7.5725360228287695
304,7.572963273180765
305,7.5713910959961765
306,7.564822988953702
307,7.559260946985733
308,7.552704964030225
309,7.55814953677982
310,7.555592665678591
311,7.558035851420042
312,7.552480593197734
313,7.553927389206532
314,7.547376737143357
315,7.541832132708431
316,7.535293569857149
317,7.535758044050196
318,7.53222405300167
319,7.53069259467783
320,7.5241651657975925
321,7.534635765332028
322,7.550093400748987
323,7.5435465807582345
324,7.5380058045655725
325,7.5474630701282255
326,7.560908884151086
327,7.562347256080971
328,7.574778693106377
329,7.60119070840562
330,7.609585320391222
331,7.602979038211921
332,7.598378359513059
333,7.59678077994333
334,7.590187295905406
335,7.607588408053427
336,7.601983622038381
337,7.5953849377584834
338,7.590791849364922
339,7.585203851514482
340,7.599611443866791
341,7.595014131079318
342,7.588422412807375
343,7.581837282959492
344,7.575258734950538
345,7.593674268448837
346,7.593080890869179
347,7.587490605121184
348,7.600896411612817
349,7.638276824994514
350,7.635639866648693
351,7.630007043193771
352,7.637373352995676
353,7.629739796420968
354,7.6231133698378395
355,7.616493566369736
356,7.612878880146478
357,7.613265807802503
358,7.606655846975115
359,7.6010519930550995
