,R_save
0,0.0
1,0.0009995002498750624
2,0.0009985012491255621
3,0.0009975032468775606
4,0.0009965062421330552
5,0.0019950104837701036
6,0.001993016470293072
7,0.001991024449833009
8,0.0019890344203978938
9,0.001987046379997696
10,0.001985060326644375
11,0.0029825765082269395
12,0.002979595422261695
13,0.002976617315892618
14,0.002973642186141601
15,0.0029706700300335138
16,0.002967700844596199
17,0.0029647346268604708
18,0.0029617713738601106
19,0.0029588110826318645
20,0.0039553540000905035
21,0.003951400622779069
22,0.004946951446744306
23,0.0049420069675371655
24,0.0059365676802132904
25,0.005930634079333517
26,0.005924706409089306
27,0.005918784663552985
28,0.0069123690866778695
29,0.006905460172048506
30,0.007898058412756103
31,0.007890164301399025
32,0.007882278080208222
33,0.007874399741297469
34,0.007866529276788426
35,0.008858166928685688
36,0.008849313188627032
37,0.008840468297883776
38,0.008831632247611028
39,0.008822805028972737
40,0.008813986633141679
41,0.008805177051299459
42,0.00879637627463649
43,0.008787584294351997
44,0.008778801101653994
45,0.008770026687759287
46,0.009760761293768523
47,0.00975100541041643
48,0.009741259278072185
49,0.010731023136864717
50,0.010720297476558005
51,0.01070958253655145
52,0.01069887830613011
53,0.01068818477458975
54,0.010677501931236837
55,0.010666829765388524
56,0.011655668516247705
57,0.011644018672653255
58,0.01263188072295545
59,0.012619255155016464
60,0.012606642206335788
61,0.01259404186430047
62,0.012581454116310165
63,0.012568878949777122
64,0.01255631635212617
65,0.012543766310794709
66,0.013530729063107757
67,0.01351720509602819
68,0.013503694646157097
69,0.013490197699984026
70,0.01447621449388709
71,0.015461245763758267
72,0.01544579224475401
73,0.015430354171545861
74,0.01541493152869574
75,0.015399524300781002
76,0.015384132472394415
77,0.015368756028144146
78,0.015353394952653747
79,0.01533804923056214
80,0.01632221909639866
81,0.017305405284208354
82,0.01828760877717766
83,0.019268830557510316
84,0.019249571356553283
85,0.020229831655047482
86,0.02020961193325333
87,0.020189412421076167
88,0.02016923309831647
89,0.021148574194669978
90,0.021127436189477905
91,0.022105819561602364
92,0.02208372478942685
93,0.022061652100981644
94,0.022039601474194058
95,0.023017073136888517
96,0.022994067566536804
97,0.022971084990258406
98,0.023947625634945804
99,0.024923190227014825
100,0.0258977797420303
101,0.025871894904706934
102,0.02684553618916
103,0.026818704069030905
104,0.026791898767612583
105,0.026765120258099726
106,0.027737868763588882
107,0.027710144756828675
108,0.027682448460220152
109,0.02765477984606701
110,0.027627138886700625
111,0.028599025804355097
112,0.02857044107091746
113,0.02854188490792804
114,0.02951285753670572
115,0.029483359428223256
116,0.02945389080310759
117,0.030423951881765155
118,0.03139304338413221
119,0.032361166279300496
120,0.03232882128551809
121,0.032296508620565045
122,0.033263728502003764
123,0.033230481397054236
124,0.03419676777246948
125,0.03516208834441104
126,0.03612644407819974
127,0.03708983593819155
128,0.03805226488777857
129,0.03801423163951492
130,0.038975736655367486
131,0.03993628064671645
132,0.040895864574106044
133,0.04085498914724537
134,0.04081415457538406
135,0.04077336081768752
136,0.040732607833362
137,0.040691895581654494
138,0.04065122402185274
139,0.04161009336316024
140,0.041568504064446433
141,0.041526956334247085
142,0.041485450131014456
143,0.04244348566311739
144,0.0434005636384666
145,0.043357184764265234
146,0.04331384924725947
147,0.04327055704411378
