,Delta_save
0,3.249658783736507e-05
1,3.3821045000331505e-05
2,3.0386710538019413e-05
3,2.0505142235301077e-05
4,0.491911621513909
5,2.7429269423888576e-05
6,3.3143226932793796e-05
7,0.4931037986954427
8,2.9692418777840255e-05
9,0.01696906133311498
10,0.33194119970975355
11,0.49218382395687793
12,0.011450800662113864
13,1.3837090915570231e-05
14,3.207514961329528e-05
15,0.33212451076852645
16,0.49200332132449237
17,0.05461530592369096
18,2.6422061965324953e-05
19,0.007726999993639607
20,0.005214122036207007
21,0.33200214359306607
22,0.03685379865871864
23,0.49208132638529223
24,3.0182557169506025e-05
25,0.0
26,2.2365651703950896e-05
27,0.3018486756739767
28,0.33205191400991263
29,0.06543131426559308
30,0.22399009521263688
31,0.492511052904604
32,9.337518931744862e-06
33,0.15113916197309912
34,0.22402868588259503
35,0.0035186512857925596
36,0.0
37,0.49235253427874043
38,0.0023743064846789455
39,0.0016021433728218527
40,0.05464177101617801
41,0.044151802293379276
42,0.10198689076847264
43,0.00108110830648195
44,0.28568938103395064
45,0.1927776149526299
46,2.8348559557488927e-05
47,0.12002149422897437
48,0.08098614505775854
49,0.1511683513809851
50,0.4625323346041399
51,0.05464829793293238
52,0.03687513628087704
53,0.022035197055031982
54,0.06881567881720536
55,0.014868994766004494
56,0.046433501599802855
57,0.01003313826022927
58,0.00677006030433392
59,0.02488255393162928
60,0.10200089350640797
61,2.164583898318058e-05
62,2.0038072447177008e-05
63,0.004568346729184712
64,0.4245642553079146
65,0.029540933480486
66,0.03687232929445458
67,0.01679012753589274
68,0.019929769549980512
69,1.7830787779522033e-05
70,0.33233635203420014
71,1.8511428835310652e-05
72,0.011329547852727856
73,0.22425143329426722
74,0.00764498607286572
75,0.013448406644318827
76,0.3743551422924268
77,2.2825026053353637e-05
78,1.5093630960409191e-05
79,0.031328705110687194
80,0.49245218632487747
81,1.2031711851682076e-05
82,0.25260060764056286
83,0.086586135367122
84,1.5401771723000496e-05
85,0.0688237783538184
86,0.21659124991305237
87,8.118866855606103e-06
88,0.4938337532824252
89,3.0456664163211588e-05
90,0.10550618781742904
91,0.19385428685440817
92,0.30180745401351233
93,0.021136818620820588
94,1.3522051389041367e-05
