,N_moves
0,39.0
1,38.96301849075462
2,38.93207094603623
3,38.898155832646886
4,38.860276616422354
5,38.8224352604839
6,38.79162822873929
7,38.76584948987998
8,38.740096516876605
9,38.70437428147743
10,38.669687250711334
11,38.632036388891535
12,38.62340866636391
13,38.585804060000726
14,38.56322954319913
15,38.528683586634216
16,38.49417215876152
17,38.45669672431998
18,38.425255748083785
19,38.387849195611935
20,38.35048003099863
21,38.31814571812407
22,38.282845222653684
23,38.25857451278596
24,38.226332059499825
25,38.1901238315543
26,38.15295229349178
27,38.11581790839084
28,38.07872063911709
29,38.042659948823115
30,38.01163280244748
31,38.005624173959276
32,37.97063604385038
33,37.93368388388651
34,37.899767158365385
35,37.86688383286977
36,37.8300353732667
37,37.800220245457346
38,37.76843591737593
39,37.73468435723863
40,37.712960534792614
41,37.683262423313565
42,37.65659249585398
43,37.633947225993055
44,37.59933058708652
45,37.57374404976809
46,37.571171591947234
47,37.54061569830211
48,37.51708684702945
49,37.480588009601135
50,37.44512515301982
51,37.40969774157253
52,37.3872992430802
53,37.364923131892716
54,37.3325743831352
55,37.31724947120804
56,37.28394887203642
57,37.27566906306887
58,37.24041102302582
59,37.20918622440211
60,37.17299513372305
61,37.14683521854691
62,37.12769795196166
63,37.111578313828765
64,37.09247628652859
65,37.06839585046009
66,37.03334498004484
67,37.002327143982825
68,36.969341309755954
69,36.93338994412901
70,36.90846901464962
71,36.873577991146725
72,36.83972134148041
73,36.80689803179378
74,36.77510702926325
75,36.7433478018477
76,36.71261981803776
77,36.67792454585582
78,36.64326395160709
79,36.63462500712772
80,36.60200669127852
81,36.568421477194285
82,36.53287083104017
83,36.508350220514394
84,36.47285961559634
85,36.44540048554577
86,36.41097229915342
87,36.3755790234921
88,36.35121562616727
89,36.31588207731553
90,36.280583844354695
91,36.2463203922364
92,36.239077693193686
93,36.20485572648385
94,36.17966346688716
95,36.15949388820962
96,36.151338472029494
97,36.11920320119288
98,36.103092053565504
99,36.07000550478633
100,36.04794652876955
101,36.013915597706315
102,35.98391668156668
103,35.94895024810185
104,35.91501826384588
105,35.882119694866525
106,35.854251509264465
107,35.85139868416775
108,35.81956320322406
109,35.8047510460994
110,35.81294219947661
111,35.8121296635451
112,35.78133293224721
113,35.746568981290444
114,35.719835778910344
115,35.685133294373706
116,35.65846149697803
117,35.66979736754576
118,35.63614439666366
119,35.60952156368349
120,35.58592384098115
121,35.555353202459436
122,35.55879612779431
123,35.53524910517782
124,35.502730115567445
125,35.46824462819556
126,35.43379360907693
127,35.40837252600938
128,35.374980849321716
129,35.34562054862275
130,35.31129209230229
131,35.28799245003112
132,35.26371659550835
133,35.24746100670724
134,35.228223164621575
135,35.20100854876488
136,35.16682463217441
137,35.13567338316674
138,35.112549271839235
139,35.085450272067284
140,35.085364864499
141,35.05129653379985
142,35.0512452629015
143,35.01821053500255
144,34.993204827321385
145,34.95922861060242
146,34.92628585337044
147,34.900372524181655
148,34.87048709437238
149,34.83863253455792
150,34.8048108128842
151,34.784016399278116
152,34.75024926644525
153,34.716515883870095
154,34.7287932293135
155,34.69508129205282
156,34.661403049881855
157,34.62875796937223
158,34.624131524625234
159,34.591523697014416
160,34.58193696668256
161,34.558366814791825
162,34.528823219774544
163,34.49431165233849
164,34.46783058122171
165,34.44137597794214
166,34.40795131429602
167,34.37555955885944
168,34.34320017899052
169,34.311872642579736
170,34.27857741754967
171,34.24531547110534
172,34.227079273732926
173,34.20586280269471
174,34.1846675375246
175,34.15149945402882
176,34.11936402229066
177,34.09025921067418
178,34.07917449382194
179,34.0461118506497
180,34.01308225359758
181,34.01206967763196
182,33.98007360599016
183,33.94711001418007
184,33.91817737048774
185,33.885275643980506
186,33.85340630300701
187,33.832563318196414
188,33.80374516395534
189,33.77795431421626
190,33.75118974218806
191,33.71845491985704
192,33.71273932273574
193,33.70003293660607
194,33.671347246514514
195,33.639691727027746
196,33.60706834699074
197,33.58547207677885
198,33.56189839154469
199,33.565334774961435
200,33.53878271621585
201,33.509258695509985
202,33.47676568332057
203,33.47129165465159
204,33.44583309227813
205,33.41540247449474
206,33.38400277187156
207,33.36562795650737
208,33.34227400552635
209,33.317943896575294
210,33.28564210357522
211,33.277360602222316
212,33.25609387498371
213,33.22385390109567
214,33.20563915456784
215,33.17844711143484
216,33.173271252252995
217,33.147111061096325
218,33.122976017556994
219,33.09086909500071
220,33.071787766569926
221,33.04672850843243
222,33.03468780027808
223,33.03665213031278
224,33.0116279902525
225,32.98163136057708
226,32.959660714539524
227,32.92771702566942
228,32.900802765773705
229,32.87391540668748
230,32.85505092352238
231,32.82421129241441
232,32.792402985275565
233,32.76662347204691
234,32.76285873094541
235,32.737108747206335
236,32.70438799883332
237,32.67269945510635
238,32.64404108483638
239,32.61241285786503
240,32.580816243314445
241,32.56424371333612
242,32.53869224535678
243,32.509168315076565
244,32.47767489347229
245,32.44721244980065
246,32.435770958096704
247,32.408348898168576
248,32.41993475634132
249,32.403523027449424
250,32.399121705083154
251,32.37373527659232
252,32.35337172309248
253,32.327031521470204
254,32.3017171471359
255,32.27342957377545
256,32.249168274851144
257,32.21893422360192
258,32.19372789254385
259,32.16254975372072
260,32.13340177795488
261,32.10128443484848
262,32.07019869328442
263,32.046140523675945
264,32.01510989846488
265,31.986109288871212
266,31.973129669392083
267,31.944171019047864
268,31.918239813631523
269,31.888336525461977
270,31.87845313063393
271,31.849589109513857
272,31.818754937490358
273,31.7959475862285
274,31.79515203641718
275,31.76437227426184
276,31.74761627998472
277,31.716884029829814
278,31.686182496566616
279,31.686496157239713
280,31.655824996662762
281,31.62518449191847
282,31.62455961986258
283,31.593950364870214
284,31.573366706334614
285,31.549805120421237
286,31.52226908331937
287,31.502756570492465
288,31.517246568922758
289,31.491742074600996
290,31.46026607052843
291,31.442814530228052
292,31.411387429248315
293,31.38398974066336
294,31.365614938323866
295,31.373245508100652
296,31.382867451620793
297,31.371490272758606
298,31.347130962141158
299,31.33179150090963
300,31.311469870224066
301,31.287170550013947
302,31.28688352297745
303,31.289595283574176
304,31.270315328268257
305,31.24105964078373
306,31.22182819686491
307,31.223605480026464
308,31.198394480046428
309,31.17720667946667
310,31.184026063095388
311,31.15585612200284
312,31.130712837523077
313,31.10059718251306
314,31.074509629107247
315,31.076434157214088
316,31.06136525750673
317,31.031318915420268
318,31.006300105909602
319,30.98830280445442
320,30.962327489307537
321,30.946373138993387
322,30.91944023230774
323,30.926517253564803
324,30.898604692591725
325,30.870720030230316
326,30.853857741344527
327,30.851005309818948
328,30.820169722302886
329,30.790364455214128
330,30.77358248174565
331,30.76181478311322
332,30.744061844799262
333,30.726326650551584
334,30.72360168638312
335,30.703887941569146
336,30.675198398399164
337,30.657532033183372
338,30.627889322505528
339,30.606272241723413
340,30.576680765219944
341,30.56111186890288
342,30.566548038948955
