,R_save
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0009995002498750624
6,0.0009985012491255621
7,0.0009975032468775606
8,0.0009965062421330552
9,0.0009955102338950412
10,0.00099451522116751
11,0.0009935212029554485
12,0.0009925281782648383
13,0.0009915361461026546
14,0.0009905451054768649
15,0.0009895550553964281
16,0.001988066244746357
17,0.001986079172037965
18,0.002983594335284304
19,0.003980112481875724
20,0.003976134358455559
21,0.003972160211170746
22,0.0039681900360471365
23,0.003964223829114556
24,0.003960261586406795
25,0.003956303303961611
26,0.00395234897782072
27,0.003948398604029795
28,0.00394445217863846
29,0.003940509697700291
30,0.003936571157272804
31,0.003932636553417459
32,0.00392870588219965
33,0.0039247791396887066
34,0.004920356571832946
35,0.004915438674209925
36,0.004910525692026807
37,0.00590511787024567
38,0.005899215703458818
39,0.006892819685764207
40,0.006885930310765943
41,0.00687904782169971
42,0.007871672461558081
43,0.00786380472296582
44,0.008855445098055309
45,0.008846594078467048
46,0.008837751905475076
47,0.00882891857023722
48,0.008820094063920142
49,0.008811278377699332
50,0.008802471502759103
51,0.008793673430292578
52,0.00878488415150168
53,0.009775603907472194
54,0.009765833188923996
55,0.009756072236211428
56,0.009746321039573536
57,0.010736079839134181
58,0.010725349124652289
59,0.010714629135522201
60,0.01170342011089899
61,0.011691722539573754
62,0.01168003665997398
63,0.011668362460413785
64,0.01265620017909403
65,0.012643550303852558
66,0.01263091307216455
67,0.013617788721267832
68,0.01360417773803818
69,0.014590080608864728
70,0.015574998069525533
71,0.015559430855063238
72,0.01554387920003569
73,0.015528343088891226
74,0.016512322755968797
75,0.01649581868524819
76,0.016479331110350392
77,0.016462860014787823
78,0.016446405382089385
79,0.016429967195800442
80,0.01741304568935786
81,0.017395641345840263
82,0.01737825439796836
83,0.017360884828355197
84,0.018343032869506264
85,0.018324699003569728
86,0.019305883712211837
87,0.019286587476617423
88,0.02026681077749037
89,0.021246054344929162
90,0.021224818908302547
91,0.021203604696500147
92,0.022181911938182804
93,0.022159741111657884
94,0.022137592444879617
95,0.022115465915699326
96,0.022093361501990483
97,0.022071279181648664
98,0.023048719182466607
99,0.024025182231759493
100,0.024001169056115556
101,0.023977179881646674
102,0.02395321468436367
103,0.023929273440301338
104,0.023905356125518428
105,0.02388146271609762
106,0.0238575931881455
107,0.02383374751779253
108,0.02380992568119304
109,0.02378612765452518
110,0.023762353413990925
111,0.023738602935816023
112,0.02371487619624999
113,0.023691173171566084
114,0.024666994087936333
115,0.024642339421181773
116,0.02561720964664786
117,0.025591605239204934
118,0.025566026423373644
119,0.02554047317357517
120,0.025514945464256252
121,0.026488943519764243
122,0.027461968063972376
123,0.027434519820030374
124,0.02740709901061505
125,0.028379205858180653
126,0.028350840834834145
127,0.02832250416233556
128,0.02929369606222328
129,0.029264417005689325
130,0.02923516721357969
131,0.02920594665664458
132,0.029176755305663424
133,0.02914759313144487
134,0.030117960354701795
135,0.030087857445801544
136,0.03005778462476626
137,0.030027741861523117
138,0.02999772912602934
139,0.02996774638827219
140,0.02993779361826892
141,0.029907870786066753
142,0.03087747811161791
143,0.030846616064529837
144,0.03081578486406554
145,0.031784484729268876
146,0.03175271612883982
147,0.031720979281134834
148,0.03168927415441706
149,0.03165760071698136
150,0.03162595893715429
151,0.03159434878329406
152,0.03156277022379052
153,0.03253072347694016
154,0.03249820901069634
155,0.03246572704266966
156,0.032433277540378135
157,0.03240086047137226
158,0.03236847580323495
159,0.032336123503581546
160,0.032303803540059725
161,0.03327101613022459
162,0.033237761741288833
163,0.03320454059012313
164,0.03317135264350631
165,0.03313819786825043
166,0.034104576481075774
167,0.03407048894836106
168,0.03403643548614381
169,0.03400241606037055
170,0.03396843063702185
171,0.03393447918211229
172,0.033900561661690386
173,0.03386667804183862
174,0.033832828288673365
175,0.03479851261821992
176,0.034763731496162735
177,0.03472898513784573
178,0.03469427350852255
179,0.03465959657348155
180,0.03462495429804578
181,0.034590346647572975
182,0.03555527383733053
183,0.03551973633224574
184,0.03548423434690617
185,0.036448268095684876
186,0.036411838042615725
187,0.036375444401393724
188,0.03633908713562521
189,0.036302766208952925
190,0.036266481585055924
191,0.03623023322764957
192,0.03619402110048551
193,0.03615784516735159
194,0.03612170539207188
195,0.03608560173850659
196,0.03604953417055206
197,0.03601350265214071
198,0.035977507147241024
199,0.035941547619857475
200,0.03590562403403053
201,0.036869236603711664
202,0.03683238579251355
203,0.03679557181371044
204,0.03675879463048834
205,0.037721554455945126
206,0.0386833520027158
207,0.03864468798272308
208,0.03860606260742801
209,0.03856747583820519
210,0.038528927636467855
211,0.039489918213542856
212,0.04044994828029594
213,0.04040951854688235
214,0.04036912922299741
215,0.040328780268251783
216,0.04028847164229651
217,0.04024820330482295
218,0.040207975215562755
219,0.04016778733428783
220,0.040127639620810285
221,0.04008753203498239
222,0.040047464536696546
223,0.04000743708588526
224,0.03996744964252105
225,0.04092700241649155
226,0.04088609586734963
227,0.0408452302043138
228,0.04180390563639345
229,0.04176212262226412
230,0.04271988162014292
231,0.04267718308778895
232,0.04263452723262874
233,0.042591914012006425
234,0.04254934338330877
235,0.042506815303965134
236,0.04346382998132249
237,0.04342038787239563
238,0.04437648943374257
239,0.044332135121464965
240,0.044287825141333566
241,0.04424355944903838
242,0.044199338000313705
243,0.04415516075093808
244,0.04511052790660931
245,0.04506543992269466
246,0.0450203970042312
247,0.044975399106176
248,0.04493044618353115
249,0.04588503844121877
250,0.04583917633383125
251,0.04579336006563152
252,0.0457475895908033
253,0.04570186486357611
254,0.045656185838225206
255,0.04561055246907156
256,0.045564964710481784
257,0.04651892276674317
258,0.046472427091813893
259,0.046425977889323324
260,0.04637957511282225
261,0.046333218715907884
262,0.04628690865222382
263,0.04624064487545998
264,0.04619442733935258
265,0.04614825599768406
266,0.04710163105415814
267,0.04805405321202506
268,0.04800602317383213
269,0.04795804114167438
270,0.047910107067569756
271,0.04786222090358418
272,0.04781438260183147
273,0.047766592114473316
274,0.04871834964359428
275,0.04966915589082708
276,0.04961951155710311
277,0.04956991684290311
278,0.04952037169863234
279,0.04947087607474565
280,0.0494214299217474
281,0.049372033190191435
282,0.049322685830681
283,0.04927338779386873
284,0.04922413903045657
285,0.049174939491195745
286,0.049125789126886706
287,0.04907668788837907
288,0.049027635726571595
289,0.04897863259241211
290,0.04892967843689745
291,0.04888077321107347
292,0.04883191686603491
293,0.04878310935292544
294,0.0487343506229375
295,0.04868564062731238
296,0.04963647956721512
297,0.04958686789348477
298,0.049537305806634714
299,0.04948779325710285
300,0.049438330195376606
301,0.05038841682186799
302,0.050338053586663725
303,0.05028774068952563
304,0.051236978330015864
305,0.05118576695737217
306,0.05213410702038329
307,0.05308149921726447
308,0.05302844424553307
309,0.05397494255213424
310,0.05392099458356639
311,0.0538671005360066
312,0.05381326035556082
