,N_moves
0,9.0
1,3.0
2,2.0
3,16.0
4,1.0
5,10.0
6,8.0
7,3.0
8,4.0
9,5.0
10,1.0
11,15.0
12,1.0
13,16.0
14,2.0
15,1.0
16,9.0
17,15.0
18,7.0
19,5.0
20,13.0
21,1.0
22,1.0
23,2.0
24,15.0
25,6.0
26,3.0
27,6.0
28,9.0
29,1.0
30,1.0
31,1.0
32,1.0
33,2.0
34,3.0
35,12.0
36,18.0
37,26.0
38,3.0
39,3.0
40,1.0
41,5.0
42,13.0
43,26.0
44,5.0
45,15.0
46,14.0
47,21.0
48,6.0
49,15.0
50,8.0
51,2.0
52,1.0
53,1.0
54,1.0
55,5.0
56,12.0
57,1.0
58,13.0
59,10.0
60,1.0
61,1.0
62,18.0
63,17.0
64,11.0
65,1.0
66,1.0
67,2.0
68,1.0
69,10.0
70,4.0
71,4.0
72,5.0
73,7.0
74,9.0
75,1.0
76,2.0
77,2.0
78,27.0
79,2.0
80,3.0
81,10.0
82,1.0
83,2.0
84,7.0
85,4.0
86,1.0
87,9.0
88,2.0
89,2.0
90,13.0
91,1.0
92,1.0
93,2.0
94,18.0
95,16.0
96,4.0
97,11.0
98,1.0
99,5.0
100,4.0
101,1.0
102,1.0
103,5.0
104,12.0
105,1.0
106,20.0
107,1.0
108,6.0
109,1.0
110,1.0
111,4.0
112,1.0
113,3.0
114,1.0
115,2.0
116,17.0
117,21.0
118,15.0
119,3.0
120,8.0
121,5.0
122,15.0
123,5.0
124,1.0
125,17.0
126,8.0
127,1.0
128,15.0
129,15.0
130,1.0
131,18.0
132,4.0
133,3.0
134,25.0
135,2.0
136,8.0
137,2.0
138,8.0
139,4.0
140,10.0
141,17.0
142,10.0
143,1.0
144,1.0
145,12.0
146,4.0
147,1.0
148,5.0
149,1.0
150,3.0
151,4.0
152,15.0
153,11.0
154,3.0
155,20.0
156,1.0
157,1.0
158,1.0
159,12.0
160,1.0
161,6.0
162,3.0
163,2.0
164,8.0
165,1.0
166,5.0
167,11.0
168,16.0
169,18.0
170,2.0
171,4.0
172,1.0
173,2.0
174,1.0
175,1.0
176,8.0
177,29.0
178,6.0
179,31.0
180,3.0
181,1.0
182,7.0
183,1.0
184,7.0
185,5.0
186,15.0
187,1.0
188,12.0
189,7.0
190,16.0
191,4.0
192,1.0
193,1.0
194,1.0
195,14.0
196,1.0
197,1.0
198,1.0
199,4.0
200,10.0
201,1.0
202,3.0
203,11.0
204,4.0
205,9.0
206,7.0
207,1.0
208,1.0
209,4.0
210,16.0
211,1.0
212,9.0
213,19.0
214,25.0
215,11.0
216,1.0
217,13.0
218,2.0
219,7.0
220,8.0
221,14.0
222,1.0
223,7.0
224,10.0
225,1.0
226,10.0
227,13.0
228,6.0
229,5.0
230,49.0
231,8.0
232,3.0
233,7.0
234,42.0
235,5.0
236,10.0
237,11.0
238,1.0
239,13.0
240,17.0
241,5.0
242,18.0
243,10.0
244,3.0
245,8.0
246,12.0
247,4.0
248,7.0
249,2.0
250,1.0
251,7.0
252,3.0
253,2.0
254,6.0
255,1.0
256,9.0
257,8.0
258,7.0
259,1.0
260,12.0
261,3.0
262,32.0
263,2.0
264,1.0
265,13.0
266,1.0
267,2.0
268,21.0
269,6.0
270,4.0
271,7.0
272,29.0
273,2.0
274,2.0
275,5.0
276,1.0
277,2.0
278,24.0
279,7.0
280,3.0
281,3.0
282,6.0
283,7.0
284,3.0
285,4.0
286,5.0
287,29.0
288,3.0
289,1.0
290,15.0
291,12.0
292,2.0
293,1.0
294,15.0
295,1.0
296,1.0
297,1.0
298,1.0
299,1.0
300,5.0
301,3.0
302,1.0
303,2.0
304,11.0
305,10.0
306,19.0
307,1.0
308,1.0
309,14.0
310,1.0
311,3.0
312,3.0
313,6.0
314,10.0
315,1.0
316,26.0
317,1.0
318,3.0
319,3.0
320,1.0
321,3.0
322,3.0
323,3.0
324,12.0
325,7.0
326,11.0
327,3.0
328,1.0
329,1.0
330,1.0
331,1.0
332,6.0
333,3.0
334,4.0
335,17.0
336,2.0
337,1.0
338,6.0
339,3.0
340,10.0
341,5.0
342,3.0
343,6.0
344,3.0
345,6.0
346,1.0
347,10.0
348,10.0
349,1.0
350,3.0
351,1.0
352,1.0
353,3.0
354,1.0
355,1.0
356,3.0
357,14.0
358,1.0
359,1.0
360,1.0
361,1.0
362,1.0
363,1.0
364,13.0
365,1.0
366,11.0
367,2.0
368,8.0
369,2.0
370,8.0
371,10.0
372,14.0
373,1.0
374,2.0
375,1.0
376,1.0
377,4.0
378,10.0
379,6.0
380,17.0
381,1.0
382,3.0
383,6.0
384,1.0
385,1.0
386,10.0
387,6.0
388,3.0
389,9.0
390,1.0
391,1.0
392,2.0
393,1.0
394,4.0
395,10.0
396,1.0
397,15.0
398,1.0
399,1.0
400,1.0
401,3.0
402,1.0
403,3.0
404,7.0
405,6.0
406,15.0
407,1.0
408,1.0
409,1.0
410,2.0
411,3.0
412,24.0
413,5.0
414,1.0
415,1.0
416,2.0
417,1.0
418,4.0
419,6.0
420,3.0
421,2.0
422,6.0
423,1.0
424,7.0
425,4.0
426,3.0
427,1.0
428,2.0
429,1.0
430,3.0
431,3.0
432,9.0
433,1.0
434,13.0
435,43.0
436,1.0
437,1.0
438,2.0
439,3.0
440,3.0
441,3.0
442,1.0
443,2.0
444,4.0
445,2.0
446,5.0
447,2.0
448,2.0
449,4.0
450,1.0
451,4.0
452,4.0
453,2.0
454,3.0
455,5.0
456,4.0
457,8.0
458,1.0
459,1.0
460,1.0
461,2.0
462,1.0
463,2.0
464,1.0
465,1.0
466,4.0
467,1.0
468,3.0
469,1.0
470,1.0
471,1.0
472,4.0
473,1.0
474,1.0
475,3.0
476,6.0
477,1.0
478,1.0
479,15.0
480,1.0
481,4.0
482,6.0
483,9.0
484,9.0
485,18.0
486,2.0
487,2.0
488,2.0
489,2.0
490,1.0
491,1.0
492,1.0
493,14.0
494,1.0
495,1.0
496,8.0
497,2.0
498,1.0
499,3.0
500,1.0
501,1.0
502,3.0
503,1.0
504,14.0
505,7.0
506,1.0
507,4.0
508,26.0
509,4.0
